tweet,sentiment,depression_score
"my anxiety, insecurities and depression on their way to ruin my life   pic.twitter.com/yUc9jU1mWM",1,0.5
"A new study reports two different gut bacteria are depleted in people with depression, regardless of antidepressant treatments.  https://lnkd.in/gxC-8_ZÂ ",0,0.0
...wanting to draw and fighting debilitating depression is shit. I'm shit. This is shit. My brain is shit.  pic.twitter.com/HSqTHOHtHo,1,0.6
Check out NORMANDIE PINK DEPRESSION GLASS CUSTARD PUDDING PARFAIT CUPS SET OF 4  https://www.ebay.com/ulk/itm/173806340543Â â€¦ @eBay,0,0.0
Did the New Deal end the Great Depression? via /r/austrian_economics  https://ift.tt/2Us5yo8Â ,0,0.0
i am trying so hard to be patient and wait for this ssri to kick in but 4 weeks in and iâ€™m starting to wonder if  my depression is unbeatable,1,0.65
"#Brain stimulation improves #depression symptoms, restores #brain waves in clinical #study  https://buff.ly/2VRYr8GÂ  #lifestyle #healthylifestyle #HealthyLiving pic.twitter.com/m7ETbvpZvM",0,0.0
I have depression,1,0.5
"New technologies can treat anxiety, depression through at-home brain stimulation  https://patientdaily.com/stories/512225344-new-technologies-can-treat-anxiety-depression-through-at-home-brain-stimulationÂ â€¦",0,0.0
Check out VINTAGE PINK DEPRESSION GLASS ANCHOR HOCKING MAYFAIR SALT & PEPPERS SHAKERS SET  https://www.ebay.com/ulk/itm/113649014410Â â€¦ @eBay,0,0.0
"This is just one of the great books collected from around the world by  The Whole World Newsâ„¢ with over 1,732,680 real people visiting!  #YoungAdult #Literature & #Fiction #Social & #FamilyIssues #Depression & #Mental #Illness  https://eprintedbooks.com/wp/the-lovelock-by-eichin-chang-lim-teen-young-adult-literature-fiction-social-family-issues-depression-mental-illness/Â â€¦ @EichinChangLim",0,0.0
I really need to call a depression hotline for help because i honestly have no one,1,0.55
"2019 and #AOC praising #socialism, @JamesTHarris?  Of course these ignorants didn't know that during FDR's Great Depression, 10,000 American citizens fled the USA for the promised Utopia of Lenin's socialist republic of Russia.  They all died, either by gun or in prison.  pic.twitter.com/ZGq026p3rI",0,0.0
"Brain stimulation improves depression symptoms, restores brain waves in clinical study  http://dlvr.it/R0f4PlÂ ",0,0.0
$MDC Medlab Clinical chief updates on progress with #NanaBis and NRG Biotic  http://tinyurl.com/y5clnkxxÂ  via @proactive_au @medlabclinical #MDC #brighterir #AndrewScottTV #CapitalNetwork1 #cannabis #depression #pharmacy #APP,0,0.0
"Happier and healthier: Curcumin-rich turmeric can help ease depression and anxiety, researchers find  https://www.naturalnews.com/2019-03-11-curcumin-rich-turmeric-can-help-ease-depression-and-anxiety.htmlÂ â€¦",0,0.0
Pioneering US Approval for Ketamine-Like Compound for Depression:  https://sputniknews.com/society/201903101073110032-us-approval-ketamine-depression/?utm_source= https://t.co/YZHYVwipCU?amp=1&utm_medium=short_url&utm_content=kUj3&utm_campaign=URL_shorteningÂ â€¦ via @SputnikInt,0,0.0
Did the New Deal end the Great Depression? via /r/austrian_economics  https://ift.tt/2Us5yo8Â ,0,0.0
Loneliness and depression has never left my side. ,1,0.6
3 Ways Cultural Engagement Could Help Keep Depression at Bay | Psychology Today  https://www.psychologytoday.com/blog/the-athletes-way/201812/3-ways-cultural-engagement-could-help-keep-depression-bayÂ â€¦,0,0.0
Depression is taking over me,1,0.55
"'Bold unflinching tales of the south, the #supernatural, modern Christianity, depression, vision quests, healing & miracles. Inspiring tales of love & maturity in a post modern America.' A great story by @ WBooneHedgepeth action IARTG IAN1 #RRBC spiritual  http://amzn.to/2kjHu4XÂ  pic.twitter.com/qCVm2gGay3",0,0.0
When you think about how we came out of the Great Depression vs the Great Recession the aftermath seems opposite in terms of wealth distribution. Didnâ€™t think about that until I read this. Excellent quote on the last sentence I n the article too. Thanks for sharing.,0,0.0
Spravato (esketamine) | New Nasal Spray for Depression Derived from Ketamine  https://youtu.be/f6mLuM8po_AÂ  via @YouTube,0,0.0
How you feel about the global economic depression and what are your thoughts on global warming and what actions should we take to help prevent o-zone depletion,0,0.0
I suffer from depression and severe anxiety and had my first full blown panic attack.,1,0.65
" Living with depression,  I feel like a failure.",1,0.6
Fucking depression,1,0.5
iâ€™m trying real fucking hard but my best is never enough and i see myself falling back into a depression Just In Time for april like always and i just i fucking hate everything why canâ€™t i just have more than a week of peace,1,0.6
"Today's myth: magic mushrooms (psilocybin) have been proven to CURE depression!  Fact: research on psilocybin is patchy, but current best evidence suggests at best a minor benefit and only for certain specific treatment regimens (i.e. with psychotherapy or for chemo patients)  pic.twitter.com/cdq6qRONRE",0,0.0
"My grandmother survived the Great Depression and an abusive husband whom she married at about 17. When I knew her, she was unflappable. Caught me smoking in a restaurant ladies room when I was 14; she just cocked an eyebrow, said ""Oh, didn't know you indulged."" Kept moving.",0,0.0
30% Of Vietnamese Face Mental Health Problems  http://dtinews.vn/en/news/024/58512/30--of-vietnamese-face-mental-health-problems.htmlÂ â€¦ #Vietnam #Vietnamese #mentalhealth #depression #insomnia #education #ESL #teachers #teaching,0,0.0
#WebMD Study: Diet Supplements Don't Ward Off Depression : Researchers found that the supplements taken by study subjects worked no better than a placebo in helping ward off depression.  https://wb.md/2HtGTvyÂ  pic.twitter.com/ol010IziWm,0,0.0
"Pediatrician: When school start times are moved later, students get more sleep and have less daytime sleepiness, fewer tardies and absences, higher scores, decreased rates of automobile accidents, and decreased depression symptoms  http://www.newstribune.com/news/opinion/story/2019/mar/10/your-opinion-supporting-later-secondary-school-start-times/769263/Â â€¦ #startschoollater",0,0.0
itâ€™s so sad hearing about how terrible my depression and ocd was. my mom told me that at just 8 years old i would be screaming at the top of my lungs that i wanted to die. how i couldnâ€™t take it all anymore. it fucking sucks. it never really hit me how long i have been struggling,1,0.8
"It depends on the severity and if they're like the main ones. I have severe anxiety and depression but I also have autism, ADHD, bipolar, OCD, PDA and 123.",1,0.65
"For #BrainAwarenessWeek we're highlighting Funding Partner PhD Scholar Noor Jarbou's research, which will examine the effects of treated and untreated depression during pregnancy on offspring behaviour and brain development.   Find out more about Noor:  https://buff.ly/2VUubtTÂ  pic.twitter.com/yOTmq716Oi",0,0.0
"My anxiety, my depression and my eating disorder are ruining my life.",1,0.6
"Therapy works if you work it!  I have had clients that may come and they could be battling depression, domestic violence and grief.  I can see improvement after 2-3 months of consistent sessions.  Therapy takes...  https://www.facebook.com/dreamsrareality/posts/2626228440782704Â â€¦",0,0.0
"Me too. Iâ€™m just very much identifying with the depression - grief or not, thatâ€™s what depression looks like for many, including myself. #Afterlife so far is hitting me hard. All I can think is â€œHey, thatâ€™s me! Wait...that isnâ€™t normal?â€ @rickygervais really taps into that.",1,0.55
Who knew? The WPAâ€™s Pack Horse Library! Womenâ€™s History Month Rocks!  â€œPresident Franklin Roosevelt was trying to figure out a way to resolve the Great Depression of the 1930s. His Works Progress Administration created...  http://historydaily.org/female-librarians-on-horsebackÂ â€¦,0,0.0
Depression ´,1,0.5
"If I donâ€™t write, Iâ€™ll die by choice. Sounds as dark as it is in the best way possible. Unfortunately (or fortunately) Iâ€™m not exaggerating. Writing is literally more important than breathing for me for said reason. Yes, Iâ€™m battling lonliness & depression/anxiety... ðŸ˜‡ðŸ–¤",1,0.65
Limiting student loan repayment options is a brilliant idea....if you want to plunge the country into a full-blown depression. #studentloans #education #budget  Education Dept. faces 10% funding cut under Trump's 2020 budget proposal https://www.cnbc.com/2019/03/11/trumps-budget-proposal-would-cancel-public-service-loan-forgiveness.htmlÂ â€¦,0,0.0
"it's really hard when it seems like everyone ignores me. my family, my 'friends', even my online friends now.   i'm not getting better with this whole depression thing. I WANT TO BE BETTER. :(",1,0.6
"Doctors Welcome New Depression Drug, Cautiously  http://dlvr.it/R0f2wSÂ  pic.twitter.com/yNtzipo7Lc",0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
"i used to think seasonal depression wasnâ€™t a real thing until i realized i, in fact, I  have seasonal depression.",1,0.5
"Do you understand economics? Canada came through the worst global economy since great depression 2007-2008 better than most & balanced budget 2015, supported GM & Chrysler saving union jobs, reduced MP's salary & pensions 2010-2012 at significant loss to him, reduced GST & taxes",0,0.0
Gut Bacteria Linked to Depression Identified  https://neurosciencenews.com/depression-gut-bacteria-10685/?fbclid=IwAR2Jkd_ZgCKqKMjhT8mianSKhBWm6NSlYjpQ1Q-8SNbdr6tYZLo01YW991YÂ â€¦,0,0.0
Seasonal depression is such a drag. The winters here are long and seem to last for an eternity. Having chronic depression for the past nine years doesn't help. Here's your dose of science for you today.  https://www.npr.org/sections/health-shots/2018/12/21/678342879/scientists-find-a-brain-circuit-that-could-explain-seasonal-depression?fbclid=IwAR2zdx7MJpIs8OKlewh4yRYwWKDIQ_Cdf4E1jBwe7c-FxDNe_SBnbIjzXs4Â â€¦,0,0.0
Check out Swanson St. John's Wort 375mg 60 Capsules  https://www.ebay.com/ulk/itm/163580090350Â â€¦ â¦@eBayâ© #mood #moodsupport #emotional #wellness #stress #nervous #stjohns #wort #healthy #healthylifestyle #antidepressant #herbal #depression #antiviral #healing,0,0.0
Check out Swanson St. John's Wort 375mg 60 Capsules  https://www.ebay.com/ulk/itm/163580090350Â â€¦ â¦@eBayâ© #mood #moodsupport #emotional #wellness #stress #nervous #stjohns #wort #healthy #healthylifestyle #antidepressant #herbal #depression #antiviral #healing,0,0.0
"NH:RAND PAUL'S DISABILITY COMMENTS-""JOIN THE CLUB""  https://youtu.be/8v51SxUTyswÂ  via @YouTube @RandPaul  Perhaps I can enlighten you on the real SSD process. Iâ€™ve worked since I was 15,  been a nurse for the last 18 yrs. Dealt with anxiety/major depression since my 20â€™s and....",0,0.0
Just because I struggle with depression and anxiety doesn't mean I'm weak. Don't ever mistake my saddness for weakness!,1,0.55
Good nutrition prevents depression  http://theholisticworks.com/2016/04/04/scientists-find-good-nutrition-prevents-depression/Â â€¦,0,0.0
Online Therapy Service - Effective Therapy for Anxiety and Depression via Skype. See:  https://www.youtube.com/watch?v=64rXQUszfjwÂ â€¦,0,0.0
"New post (Brain stimulation improves depression symptoms, restores brain waves in clinical study) has been published on  http://fitmanitoba.comÂ  -  https://fitmanitoba.com/health-news/brain-stimulation-improves-depression-symptoms-restores-brain-waves-in-clinical-study/Â â€¦",0,0.0
"I donâ€™t think some people truly understand how difficult it is to battle both anxiety and depression together, every single day. Iâ€™m mentally exhausted",1,0.6
Esketamine: New Medication for Treatment Resistant Depression  https://youtu.be/HLaskR67LsAÂ  via @YouTube,0,0.0
depression,1,0.5
More conservative than the generation raised during the Great Depression?  A laudable goal but I doubt it. Good luck thoâ€™.,0,0.0
Because I was told my depression was an embarrassment.  Because I watched and experienced forms of emotional abuse all of my childhood and now have to deal with trauma.  Because I was told no matter what I did I would never live up to the expectations of a parent.  #IAmNotOK,1,0.7
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
 I'm still empty. I have severe depression and it sucks.,1,0.6
I havenâ€™t heard from my daughter in 3 days. Sheâ€™s in a psychiatric hospital. My other son likes rap. My oldest son who I miss more than life itself made time to call me but it was record skipping all over the place. I have crippling depression and canâ€™t leave my room ðŸ˜”,1,0.7
Depression.,1,0.5
"That heavy dark empty feeling, itâ€™s my  depression. I feel lost.",1,0.6
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
Check out what Iâ€™m selling on Mercari! Depression Glass Plate Anchor Hocking  https://www.mercari.com/us/item/m68131706260/Â â€¦,0,0.0
"How many times do I have to say it wasn't as bad as WWII? Can you read? The effect was still there, it just applied to fewer women. But in your head, you think that it has to be EXACTLY the same as WWII. And the Great Depression isn't a war. You move the goalposts like no other.",0,0.0
"He gained control over the American banking system along with the help of other Democrats, using it to lure people in with loans and lines of credit, used it to get money and then take homes and land back from many victims who had paid a lot already leading to the 1st depression.",0,0.0
Does it feel like your depression will never get better no many how many medications you try or articles you read? See 8 reasons why your depression may resist treatment:  https://bit.ly/2EShjh6Â  And visit our website to book an appointment and take the first step towards recovery pic.twitter.com/ilwx9J4v2d,0,0.0
depression.,1,0.5
Concussion and mental health are very intertwined. I want to know about my patients depression or other mental health issues ASAP. Psych is so critical for athletes and yet still barriers exist. I hope to see this change. @DrErinHaugen #sportsmed #meded https://twitter.com/nealrogers/status/1105139160711491584Â â€¦,0,0.0
Professor Felice Jacka talks about the link between diet and depression on @BreakfastNews  https://buff.ly/2u2gP2HÂ  pic.twitter.com/h3j16MuAT6,0,0.0
Anti-Depressant Nasal Spray Available. Legal. No doctor or prescription needed. NMDA-Antagonist similar to ketamine. #Ketamine #NMDA #depression - Send a Message for more information or e-mail tronnixx@protonmail.com,0,0.0
"u have a bad habit of misunderstanding a general statement as a categorical statement.  Care to explain how the Korean War & Vietnam wars going on (during econ growth) would cause MOST women to feel the same foreboding they felt during the Great Depression, w Nazi Germany arming?",0,0.0
Depression.,1,0.5
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
depression  https://twitter.com/dexbonus/status/1105293015575216128Â â€¦,1,0.5
my depression,1,0.5
No not open borders just no a very expensive dumb wall we need money for people your supposed to be working for you know the needy in our great country like Vets elderly we have a big problem with homelessness in this great country like we had during the Great Depression,0,0.0
Ketamine-like depression treatment a 'tremendous opportunity' for Australia  https://www.abc.net.au/news/2019-03-06/ketamine-esketamine-nasal-spray-treatment-for-depression/10875970Â â€¦ via @ABCNews/lets get this happening instead of sitting...people are dying from debilitating depression,0,0.0
In 2009 we were climbing out of the worst recession since the Great Depression genius.,0,0.0
"Everyone who has been wondering, why I said that:  1. Because I have a huge depression. 2. My parents are about to brake up. 3. I get bullied by everyone.",1,0.65
depression,1,0.5
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/Â â€¦",0,0.0
my depression is louder. My lowlight reel is playing in my head.   I donâ€™t think I will ever be healed of this. Itâ€™s been years.,1,0.65
"I'm 16, work on weekends then go to school and stress myself trying to reach high ass standards on weekdays. I work with minimum wage and also dogsit for extra money because I'm trying to save up for college since my parents aren't. I do this while battling depression.",1,0.6
Need help with chronic anxiety or depression? Talk to a Therapist Online via Skype for Anxiety and Depression. Contact me to schedule an online therapy session via Skype to help you learn how to apply mindfulness training to overcome anxiety and depressiâ€¦  https://ift.tt/2CdVOZtÂ ,0,0.0
"I've been suffering from depression for the last 12 years, this life sucks.",1,0.6
I am suffering from anxiety and depression really bad..,1,0.6
Depression <<<<<,1,0.5
Unilateral and Bilateral Repetitive Transcranial Magnetic Stimulation for Treatmentâ€Resistant Lateâ€Life Depression  https://onlinelibrary.wiley.com/doi/abs/10.1002/gps.5091Â â€¦,0,0.0
"Vintage Rosaline PINK SWIRL Footed Sherbet, Pink Depression Gl by JunkYardBlonde  https://etsy.me/2XRj2fbÂ  via @Etsy",0,0.0
"UNC study: Brain stimulation improves depression symptoms, restores brain waves  https://www.wraltechwire.com/2019/03/11/unc-study-brain-stimulation-improves-depression-symptoms-restores-brain-waves/Â â€¦",0,0.0
I just opened up about my intense depression and that was one of the hardest things I've ever done in my life,1,0.65
Medical News Today: The FDA approve esketamine nasal spray for severe depression  http://dlvr.it/R0f00SÂ  pic.twitter.com/roV3cTlNIz,0,0.0
I am fighting my depression and anger. Why am I so messed up.,1,0.6
Electrically syncing up brain regions improves depression in first-of-its-kind study  https://feeds.feedblitz.com/~/599419768/0/gizmag~Electrically-syncing-up-brain-regions-improves-depression-in-firstofitskind-study/Â â€¦,0,0.0
Depression¸,1,0.5
The FDA approved a new ketamine depression drug - here's what's next  https://news360.com/article/490340298Â â€¦,0,0.0
Fact: Uur navy is the smallest its been since the Great Depression and continues to get smaller.  https://www.history.navy.mil/research/histories/ship-histories/us-ship-force-levels.html#1938Â â€¦,0,0.0
Fact: Uur navy is the smallest its been since the Great Depression and continues to get smaller.  https://www.history.navy.mil/research/histories/ship-histories/us-ship-force-levels.html#1938Â â€¦,0,0.0
Learn more about how mindfulness-based Skype therapy sessions can help you overcome anxiety & depression. Email me to learn more about this online Skype Therapy Service. Visit:  https://ift.tt/2BGn8PQÂ ,0,0.0
"Not only have I had to give up most of what I love to do because of work, Iâ€™ve had to deal with depression for over half the school year, and the bullying I thought ended in middle school has started again",1,0.65
 itâ€™s hard to escape my own cloud of depression and negative self-talk. This life sucks.,1,0.65
"A national disaster will likely spark some degree of unity a la Houston flooding. Great Depression extremely remote.  More likely is USG for some reason is no longer able to sell dollars as reserve currency and can no longer run trade deficits, then we become Venezuela overnight.",0,0.0
"We are a blend of capitalism and socialism. Public schools,  welfare,  Medicare and social security are socialist.  True capitalism doesn't believe in to big to fail. We use some socialist ideas to try to eliminate another great depression.",0,0.0
"My depression sucks. I feel completely lost, useless, and alone.",1,0.7
"Brain stimulation improves #depression symptoms, restores #brain waves in clinical study  https://medicalxpress.com/news/2019-03-brain-depression-symptoms-clinical.htmlÂ â€¦ via @medical_xpress",0,0.0
".@DorisKGoodwin America has seen its share of obstacles, from the Civil War to the Great Depression to Civil Rights era. Our very history sheds light on our ability to overcome the impossible. Adding #LeadershipInTurbulentTimes to my reading list! pic.twitter.com/PvrKNyBDtd",0,0.0
 Depression fatigue and inexplicable sadness is making me so miserable. I have no idea how I'll get up for work tomorrow. I feel like I'm dragging a giant weight.  ,1,0.65
"fr, I got major depression and have been to the psych ward twice but you don't see me putting that shit in my bio",1,0.7
Pastor Polly - Depression  https://www.youtube.com/attribution_link?a=K1F0HvNU3pI&u=%2Fwatch%3Fv%3DJOVqaJ59ek0%26feature%3DshareÂ â€¦,0,0.0
"A positive attitude causes a chain reaction of positive thoughts, events and outcomes. It is a catalyst and it sparks extraordinary results. Wade Boggs #depression #wellness #resilience #anxiety #peersupport #culture #health #holistic #hope #mindfulness #advocacy #Rehab #menâ€¦ pic.twitter.com/e9JBOzJSzm",0,0.0
@Steve_Sailer wrote that a lot of faith in government on the left stems from the quality of civil servants hired during the Great Depression.,0,0.0
I am Struggling with anxiety or depression.,1,0.6
New Hope for People Suffering from Depression  https://www.counterpunch.org/2019/03/08/new-hope-for-people-suffering-from-depression/Â â€¦ by @NatCounterPunch,0,0.0
Kewl! Show me how to do that headline trick & so i cane regale you w/ more @gop #propaganda like: -Raising the min wage will cause a Depression! -the #ACA will invoke Death Squads! -Repairing our infrastructure will explode the national debt! -Theyâ€™ll greet us like liberators!,0,0.0
New vlog to make you smile #dadswithdepression #beatingdepression #singledad #wecanbeatdepressiontogether #mindfulness #depression #mensmentalhealth #mentalhealthawarenessâ€¦  https://www.instagram.com/p/Bu5Bu5InGIg/?utm_source=ig_twitter_share&igshid=qgfwf4xqq8n4Â â€¦,0,0.0
 I been suffering for years with depression (still am) and it’s a very bad feeling to live like this.,1,0.65
Navigated us through the most difficult financial disaster since the Great Depression.,0,0.0
"Brain stimulation improves #depression symptoms, restores brain waves in clinical study.   https://medicalxpress.com/news/2019-03-brain-depression-symptoms-clinical.htmlÂ â€¦",0,0.0
National Suicide Prevention Lifeline Call 1-800-273-8255 Available 24 hours every day. Talk to someone. #SuicidePrevention #Depression #MentalIllness https://www.lovebscott.com/george-foremans-daughter-freeda-died-apparent-suicideÂ â€¦,0,0.0
"It's Ketamine, basically, but Eketamine (Spravato) is now FDA-approved & works for depression. That's brilliant. WTF does it cost $3000-$7000 a month? Right. It works but you can't afford it. ky.  http://bit.ly/2EUBf3T?utm_source=twitter.com&utm_medium=social&utm_campaign=social-share-articleÂ â€¦",0,0.0
Battling  with depression and suicidal thoughts and my ex wife has given up on our marriage. ,1,0.8
Depression sucks. I feel lonely.,1,0.65
"My depression is in terrible state, I have become real self destructive…suicidal thoughts are haunting me, my mind is full of bullshit.",1,0.85
"my depression multiplies by 100x and I then proceed to cry myself to sleep, I have depression.",1,0.65
" I have severe cases of PTSD and Clinical Depression, It's bad.",1,0.65
" my depression is really getting to me. Itâ€™s hard, . It makes me feel tossed aside. A burden.",1,0.6
Treatment Developments in Depression  https://www.psychologytoday.com/us/blog/denying-the-grave/201903/treatment-developments-in-depressionÂ â€¦,0,0.0
Gut Bacteria Linked to Depression Identified  https://neurosciencenews.com/depression-gut-bacteria-10685/?fbclid=IwAR2A_cRGQjHxAJOAlADBK5CkYX7bBoTW9Ms-lDkq8AS96kU5y43ofRwrkw4Â â€¦,0,0.0
no depression  https://twitter.com/mhfit/status/1104941236832661505Â â€¦,0,0.0
"I have deep depression, itâ€™s chronic and ongoing.",1,0.6
please somebody help me with my depression and anxiety,1,0.65
 I feel ashamed over my current situation. I am struggling with depression and anxiety ,1,0.6
"Y'know who was a Socialist? Franklin Delano Roosevelt. The guy who won WW2, got America out of the Great Depression and ushered in the longest period of peace and prosperity that America or the World has ever seen. The prosperity that Reagan ruined, and Republicans reject.",0,0.0
"Havenâ€™t been myself, I have been suffering depression. ",1,0.55
Beneficial Strategies For Beating Your Depression -  http://www.101alternativehealing.com/beneficial-strategies-for-beating-your-depression/Â â€¦,0,0.0
 I suffer from anxiety and depression.,1,0.5
Interesting opinion piece on the idea of breaking up tech companies like the US did with the banks after the great depression. #edpt204 https://www.bloomberg.com/opinion/articles/2019-03-11/glass-steagall-is-wrong-cure-for-facebook-and-google?srnd=technology-vpÂ â€¦,0,0.0
Could we be in the longest great depression? Itâ€™s not always necessary for GDP to be negative to be in a depression/recession. It just has to be below normal trend. For example at 3.0% it would take 24 years to double GDP.  Thatâ€™s hard to believe for the worlds largest economy.,0,0.0
"Many were already shouldering the burdens of men; it was the Great Depression, after all.",0,0.0
"The pain is real... it hurts, it feels in my skin…this depression is ruining my life #MentalHealthMonday #Depression",1,0.65
"Before & after Reagan cuts was seismic change Homelessness became the new, de facto landscape for a new generation It wasnt like that since 1930s ""Great Depression""",0,0.0
CBC: The Cannabinoid That Can Help Treat Depression and Stress -  https://cannabisaficionado.com/cbc-the-cannabinoid-that-can-help-treat-depression-and-stress/Â â€¦,0,0.0
Overcoming Depression: How to Recognize the Symptoms  http://bit.ly/2qE9iVVÂ  #MentalIllness pic.twitter.com/XSEAtnpngO,0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
Thank you so much to ðŸ§”ðŸ½ Ê€ÊÇŸÕ¼ È¶ÊŠÊ€Õ¼É›Ê€ðŸ‹ðŸ½â€â™‚ï¸ who is another New Friend ðŸ¤— on â¤ï¸ Twitter! I hope you enjoy ðŸŒˆ my Tweets ðŸ˜Š âš½ï¸ x  https://twitter.com/Redbeard_Ryan#AnxietyÂ â€¦ #Depression #Anger #MentalHealth #MHSM #EndTheStigma #KeepTalkingMH #F4FMentalHealthOnly #IWillNotLetMyMHKillMe,0,0.0
"Break the Glass (Remastered) - Single by Tim Williams  https://itunes.apple.com/us/album/break-the-glass-remastered-single/1455779455Â â€¦ @LunaLuvgood2020, @800273TALK I wrote this song for those battling depression and on the verge of going over the edge, all proceeds will go to suicide prevention services worldwide",0,0.0
Baby Boom To Baby Bust - Martin Armstrong Exposes The Crisis In Socialism | Zero Hedge  https://www.zerohedge.com/news/2019-03-10/baby-boom-baby-bust-martin-armstrong-exposes-crisis-socialismÂ â€¦  This data clearly warns that the Ponzi scheme set up first in the New Deal of the Great Depression is no longer sustainable...,0,0.0
"""Eventually, perhaps scientists will find ways of reprogramming the immune memory of abuse so that survivors don't carry the risk of depression for the rest of their lives.â€   How such reprogramming may be effected by unburdening from #trauma is a potential area for #IFSResearch. https://twitter.com/PsychToday/status/1104653617359978496Â â€¦",0,0.0
A study of patients preparing for #cancer surgery finds that #psychological or social risk factors such as #depression along with standard medical risk factors such as high blood pressure are linked with higher risks of surgical complications.  http://bit.ly/2F4E02GÂ ,0,0.0
"Brain stimulation improves depression symptoms, restores brain waves. UNC researchers are the first to use transcranial alternating current brain stimulation (tACS) to significantly reduce symptoms in people diagnosed with major depression -  https://www.eurekalert.org/pub_releases/2019-03/uonc-bsi031119.phpÂ â€¦",0,0.0
I  am having a terrible experience with depression. Severe depression and it sucks.,1,0.65
my  crippling depression is makeing my life miserable.,1,0.6
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/Â â€¦",0,0.0
I am going thru really bad depression & it sucks,1,0.6
Electrically syncing up brain regions improves depression in first-of-its-kind study -  https://gizm.ag/2Txh0SLÂ  pic.twitter.com/pEBOlVv8VF,0,0.0
Electrically syncing up brain regions improves depression in first-of-its-kind study -  https://newatl.as/2HcEx4ZÂ  pic.twitter.com/5asby08Fto,0,0.0
The FDA approved a new ketamine depression drug â€” hereâ€™s whatâ€™s next - The Verge  https://apple.news/Ajo7zu32lRnK_BHhuI1HeDQÂ â€¦,0,0.0
Foster Care Reflections: What Do We Do With Depression?  https://mobmomma.blog/2019/03/11/foster-care-reflections-what-do-we-do-with-depression/Â â€¦ via @dollofsunshine,0,0.0
I admire the beauty of vintage Bohemian glass and I love the ugliness of Depression glass.  The splendor and the humility. And what kind of colored glass do you admire or collect?,0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?fbclid=IwAR0UbZ3o1ikcRLmOxIn0BWc9KxZ6XRI4imi_aRetunKCCpvF7xgBH_4i8i4Â â€¦",0,0.0
Mindfulness in schools has already been introduced in England and India to combat anxiety and depression. Has America missed the mindfulness boat? ~ @PsychToday @DamianHinds @hawnfoundation #openmindedorg #mentalhealth https://www.psychologytoday.com/us/blog/creative-development/201902/global-trend-mindfulness-in-schoolsÂ â€¦,0,0.0
"So if we exclude the great depression,  since we're nowhere close to that, the .com and housing bubbles....100% of the remainders = huge boom.  Thanks",0,0.0
" I never felt so alone in my life rn, Iâ€™m fucked up I wanna cry and I am suffering from severe depression.",1,0.7
Foster Care Reflections: What Do We Do WithÂ Depression?  http://mobmomma.blog/2019/03/11/foster-care-reflections-what-do-we-do-with-depression/Â â€¦ pic.twitter.com/c8RmEemRxU,0,0.0
Depression,1,0.5
9 Nutritional Deficiencies Associated with Anxiety and Depression #care2 https://www.care2.com/greenliving/9-nutritional-deficiencies-associated-with-anxiety-and-depression.htmlÂ â€¦,0,0.0
Depression,1,0.5
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Organic Home Remedies  https://www.organichomeremedies.com/2019/03/10/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?utm_source=AHS&utm_medium=AHS&utm_campaign=AHSÂ â€¦",0,0.0
These are the top 10 health conditions affecting Americans #depression  http://hlty.us/617vÂ  pic.twitter.com/BG7EWwBs9E,0,0.0
"Brain stimulation improves depression symptoms, restores brain waves in clinical study  https://buff.ly/2F4Ik1QÂ ",0,0.0
"Brain stimulation improves depression symptoms, restores brain waves in clinical study  https://buff.ly/2F4Ik1QÂ ",0,0.0
